author,date,headlines,read_more,text,ctext
Aarushi Maheshwari,"25 Feb 2017,Saturday",Man on hunger strike for SBC quota marries at protest site,http://indiatoday.intoday.in/story/man-protesting-for-sbc-quota-ties-nuptial-knot-at-dharna-site/1/890719.html ,"A 26-year-old who has been sitting on an indefinite hunger strike for nearly 10 days for Special Backward Classes quota got married at the protest site in Rajasthan. Devraj Gujjar continued with his ""fast unto death"" after the rituals while his wife left with her in-laws. Meanwhile, his wife said she would join him if the demands were not met.","Jaipur, Feb 24 (PTI) The site of an indefinite hunger strike for Special Backward Class quota turned into the marriage venue for 26-year-old Devraj Gujjar, who tied the nuptial knot here, as he chose not to leave the protest. Gujjar is one of the 10 men who are protesting since February 16 the scrapping of quota to Special Backward Classes in Rajasthan by the high court in December last year. The men were selected as lecturers by the Rajasthan Public Service Commission. But after the high court struck down the SBC quota, they, like several others, did not get appointment letters. They are now on an ""indefinite hunger strike"" in Sikandara area of Dausa district. Gujjar said his marriage was fixed eight months ago and because he did not want to delay it, he decided to marry Mamta at the protest site. He said his family members made all arrangements for the wedding. "
Prashanti Moktan,"24 Feb 2017,Friday",Ayesha Takia gets plastic surgery done: Report,http://indiatoday.intoday.in/story/ayesha-takia-then-and-now-photo-plastic-surgery/1/890669.html ,"Reports of actress Ayesha Takia undergoing plastic surgery have emerged after the actress was spotted at a recent event. Ayesha, who is known for films like 'Taarzan: The Wonder Car' and 'Socha Na Tha', is said to have opted for a lip job and botox. Bollywood actresses, including Priyanka Chopra and Anushka Sharma, have reportedly opted for plastic surgery. n","Plastic surgery is an open secret in Bollywood, and from the looks of it, the latest to have gone under the knife is Ayesha Takia. The Wanted actor, who has been missing in action ever since she got married and became a mother, looked drastically different from her former self at an event last night. The excessive bee-stung lips and frozen face have sparked speculation that Ayesha got a lip job and botox.Ayesha talked about her comeback film and said that she is in the process of reading scripts. She revealed that she is currently doing a film called Borivali Ka Bruce Lee, which would likely release by the end of the year. She also shot for a music video for Amit Mishra in December last year, which is expected to release soon.Ayesha, who is a mother to three-year-old Mikhail, said that she is open to doing films as long as they can fit into her schedule. However, family and motherhood remains her priority."
Anmol Sharma,"25 Feb 2017,Saturday",WBO Oriental champion refuses to fight Vijender Singh,http://indiatoday.intoday.in/story/vijender-singh-zulpikar-maimaitiali-wbo-oriental-champion-refuses-to-fight/1/890727.html ,"WBO Oriental Champion China's Zulpikar Maimaitiali, who was set to fight Asia Pacific title holder Vijender Singh, has backed out from the bout as the talks between the boxers' promoters did not materialise. Reportedly, Vijender, who has an 8-0 record in pro-boxing so far, will still fight on the scheduled date, April 1, in Mumbai but against a different opponent.","WBO Oriental Champion Zulpikar Maimaitiali of China has refused to fight against Asia Pacific Champion Vijender Singh as talks between the promoters of both boxers have fallen flat. The bout was supposed to take place in Mumbai on April 1.Vijender however, will be fighting on the given date and in Mumbai albeit against a different opponent. Vijender's promoters, IOS Boxing promotions, are now talking to other international boxing champions in the same weight category and will soon announce the opponent.   ""Zulpikar has refused to fight Vijender Singh, but that does not mean that the fight will not take place, it is likely to happen later in the year. However, the bout set to happen on 1st April in Mumbai has not changed. We are talking to other boxers in the same category as Vijender Singh and we will announce the opponent soon. Later in summer,"" said Neerav Tomar, promoter, IOS Boxing Promotions."
Abhishek Bansal,"24 Feb 2017,Friday",Just one bad day for India: Anil Kumble defends the team,http://indiatoday.intoday.in/story/anil-kumble-india-vs-australia-virat-kohli-steve-okeefe-steve-smith/1/890951.html ,"Speaking about India's performance on Day 2 of the Pune Test, coach Anil Kumble said, ""You are bound to have one bad day. It was disappointing."" ""We were in a decent position when Rahul and Ajinkya were batting. But once Rahul got out, we lost those four wickets in five or six balls. That certainly pushed us back,"" Kumble added.","India coach Anil Kumble gave a measured response on Friday after his team's spectacular collapse against Australia in the opening Test, calling it just one bad day for his world No. 1 team.Replying to Australia's 260, India, unbeaten in their previous 19 Tests, lost their last seven wickets for 11 runs to be bundled out for 105 in their first innings. (Also read: Steve O'Keefe's spell of 6 wickets for 5 runs among best vs India in Tests)India's meltdown started after lunch when opener Lokesh Rahul departed after a well-made 64 as Australia left-arm spinner Steve O'Keefe wreaked havoc with six wickets for 35.""You are bound to have one bad day. It was disappointing,"" former India captain and leg-spinner Kumble told reporters. (Also read: Steve O'Keefe wary of strong India batting line-up despite 6/35)""We were in a pretty decent position when Rahul and Ajinkya (Rahane) were batting out there. But once Rahul got out, we lost those four wickets in five or six balls. That certainty pushed us back,"" he said, referring to the pitch as ""challenging"".The hosts also dropped four catches in Australia's second innings, including three missed chances with world No. 1 batsman Steve Smith to compound their problems. (Also read: Virat Kohli out for duck for the first time in Tests in India)Smith remained unbeaten on 59 with the touring side leading by 298 runs. India are staring at a steep four-innings target on a wicket providing prodigious turn for the spin bowlers.Kumble was backing his side, who have won their last six series, to chase down any target.""We would like to restrict them to as little as possible (on Saturday),"" Kumble said. ""We dropped a few catches. It has hurt us in the past, especially in this game you need to hold your chances even if half chances."""
Prashanti Moktan,"24 Feb 2017,Friday",Bachchan turns down rare invitation from Queen Elizabeth II,http://indiatoday.intoday.in/story/amitabh-bachchan-no-invitation-queen-elizabeth/1/890801.html ,"Amitabh Bachchan has turned down a rare invitation from Queen Elizabeth II to attend the reception of UK-India Year Of Culture, which is towards the end of this month. Bachchan's publicist said that the actor had to refuse the invite owing to prior commitments. He is said to be busy with the trailer launch of his upcoming film 'Sarkar 3'.","Amitabh Bachchan will not be able to attend the reception of UK-India Year of Culture, a ""rare invitation"", which was sent to the megastar by Queen Elizabeth II and the Duke of Edinburgh.Amitabh was invited by the royals for a special reception to launch the UK-India Year of Culture later this month. His publicist said in a statement, ""Yes, Mr Bachchan has been given a rare invitation by Queen Elizabeth and Buckingham Palace to grace the UK-India Year Of Culture reception, but unfortunately due to prior commitments, he will be unable to attend.""Currently, the actor is gearing up for the launch of Ram Gopal Varma's Sarkar 3 trailer, scheduled for the first week of March.His upcoming projects include Ayan Mukerji's tentatively-titled film Dragon that will see him alongside Ranbir Kapoor, Kabir Khan's production Thugs Of Hindostan where he is working with Aamir Khan and Aankhen 2, that will see him working with Arjun Rampal and Anil Kapoor."
Chhavi Tyagi,"24 Feb 2017,Friday","BJP, Shiv Sena have no option but to come together: Gadkari",http://indiatoday.intoday.in/story/bmc-election-results-bjp-shiv-sena-nitin-gadkari/1/890774.html ,"A day after a fractured verdict in the Brihanmumbai Municipal Corporation polls, BJP leader Nitin Gadkari on Friday said there is no option for the BJP and Shiv Sena than coming together. ""The final decision has to be taken by Chief Minister Devendra Fadnavis and Shiv Sena President Uddhav Thackeray. I'm sure they will take the right decision,"" Gadkari added.","A day after the Brihanmumbai Municipal Corporation polls threw up a fractured verdict, senior BJP leader Nitin Gadkari today said there is ""no option"" for his party and Shiv Sena than joining hands for control of the Mumbai civic body.""The situation now is that both parties have no option but to come together again,"" Gadkari said.""The final decision on this issue has to be taken by Chief Minister Devendra Fadnavis and Shiv Sena president Uddhav Thackeray. Both are mature and I am sure they will take the right decision,"" he said.""I feel leaders of both parties have to take a decision, showing sujh bujh (understanding) and maturity,"" Gadkari told a Marathi TV channel.He singled out Sena mouthpiece 'Saamana' for its targeting of PM Narendra Modi and BJP president Amit Shah.""If there has to be a friendship with us (BJP), then there has to be a check on the writings in Saamana. How will there be friendship when Saamana, on a daily basis, writes insulting things about the PM and our party president?"" he said.""I feel that had these things been avoided, there would not have been so much bitterness between BJP and Sena,"" Gadkari said.Shiv Sena should take care that relations between the two parties should not deteriorate because of Saamana, he said.Gadkari's remarks came a day after the BJP scored an emphatic win in the Maharashtra civic polls, emerging as the largest party in eight of the 10 municipal corporations, while finishing a close second to Shiv Sena in BMC elections.The BJP improved its 2012 BMC poll performance by leaps and bounds, winning 82 seats, just two less than Sena. Both the parties are short of the magic figure of 114 needed to control the civic body."
Daisy Mowke,"24 Feb 2017,Friday","Stop hypocrisy, open your mind: Disha to slut-shamers",http://indiatoday.intoday.in/story/disha-patani-filmfare-award-revealing-dress-slut-shaming/1/890463.html ,"Actress Disha Patani, while responding to a person shaming her for wearing a 'revealing' outfit, has asked people to stop their hypocrisy and open their minds. ""It's easier to judge a woman on the basis of how much they cover up their skin, but it's hard to accept your own cheap mentality,"" she wrote in a message posted on Instagram.","Disha Patani's outfit at Filmfare Awards this year got a thumbs up from the fashion police, but the 'sanskaaris' on social media were up in arms over it, with moral lessons to offer. The MS Dhoni actor's outfit came under scrutiny for being ""too revealing"". It all began when a picture of a man checking out Disha's cleavage during the awards show went viral. Soon enough, the 24-year-old was trolled on social media for her outfit. She was called names on Instagram for her choice of outfit. But she gave it back to her haters with an epic response, and said that she is ""not going to be anybody's idea of an Indian girl."" She added, ""It's easier to judge a woman on the basis of how much they cover up their skin, but it's hard to accept your own cheap mentality where you can't stop staring at those inappropriate areas which you are asking her to cover!""Really felt a need to share this! ???? thanks to my fan clubs friends and family for always giving me the strength i hope we all can find this strength from within each other and stop suffering ???? #spreadloveA post shared by disha patani (paatni) (@dishapatani) on Feb 21, 2017 at 2:59am PST She added, ""Really felt a need to share this! (sic)"" And asked people to stop this hypocrisy and open their minds. Recently, singer Monali Thakur too was slut-shamed for wearing 'short-dresses' on a reality TV show."
Mansha Mahajan,"24 Feb 2017,Friday",Note ban sucked in cash like a vacuum cleaner: IMF official,http://indiatoday.intoday.in/story/demonetisation-sucked-in-cash-like-vacuum-cleanerimf-official/1/890643.html ,"According to IMF's Asia and Pacific Department's Assistant Director Paul Cashin, one way to characterise India's demonetisation is as a ""vacuum cleaner"". ""It's sucking in cash, withdrawing it from the economy, and then the vacuum cleaner is going in reverse, slowly replacing cash,"" he stated. It has led to a lot of cash shortages that adversely affected consumption, he added.","From Lalit K Jha Washington, Feb 24 (PTI) Indias demonetisation led to huge cash shortages that have ""adversely affected"" consumption and like a ""vacuum cleaner"" it sucked in cash and then was slowly replacing the currency, a senior IMF official has said. ""Youve heard about so-called helicopter drops of money with unconventional monetary policies, so one way to characterise this demonetisation initiative is as a vacuum cleaner,"" Paul A Cashin, Assistant Director in the IMFs Asia and Pacific Department, and mission chief of India, told PTI. ""Its sucking in cash, withdrawing it from the economy, and then the vacuum cleaner is going in reverse, slowly replacing cash but as I said, at a fairly modest pace. Thats led to a lot of cash shortages that have adversely affected consumption,"" Cashin said in response to a question as the IMF released its annual country-report on India. Given the shortage of cash in the market, IMF in its report urged the Indian Government to continue to enhance the supply of new banknotes, and if needed consider extending or expanding targeted temporary exemptions, including on use of old banknotes, particularly for rural and remote areas. ""While the financial system is expected to weather the currency exchange-induced temporary growth slowdown, the authorities should remain vigilant given the potential further build-up of NPAs and elevated corporate sector vulnerabilities, and ensure prudent support to the economic sectors affected by the currency exchange initiative,"" the IMF said. IMF said the repercussions from Indias currency exchange initiative will likely persist through the first quarter of 2017. Real GDP growth is projected to slow to 6.6 per cent in FY2016/17 and then rebound to 7.2 per cent in FY2017/18, due to temporary disruptions (primarily to private consumption) caused by cash shortages accompanying the currency exchange initiative. "
Mansha Mahajan,"24 Feb 2017,Friday",Business models of e-tailers have not worked: Mohandas Pai,http://indiatoday.intoday.in/story/biz-models-of-e-tailers-have-not-worked-t-v-mohandas-pai/1/890676.html ,"Former Infosys CFO Mohandas Pai has said that online retailers will have large problems because their model is ""running out of steam"" and it ""has not worked"". ""[P]eople are reluctant to give them money. They got a challenge... It's going to be a tough year,"" he said. Pai also recalled his earlier statement that 50%-60% of the startups will fail.",
Prashanti Moktan,"24 Feb 2017,Friday",Akshay equals SRK's number of ?100 cr films with Jolly LLB 2,http://indiatoday.intoday.in/story/jolly-llb-2-box-office-collection-akshay-kumar-100-crore-club/1/888597.html ,"With 'Jolly LLB 2' becoming actor Akshay Kumar's seventh film to earn over ?100 crore, he equalled the number of ?100 crore films that Shah Rukh Khan has. 'Jolly LLB 2' was also Akshay's 4th consecutive ?100 crore film after 'Airlift', 'Housefull 3' and 'Rustom'. The film entered the ?100 crore club on the twelfth day of its release.","Akshay Kumar is on a roll these days. The 49-year-old actor is busy playing some of the best characters on screen. From a patriot to Rustom to a lawyer in Jolly LLB 2, all his on-screen avatars have got a thumbs up from fans and critics alike. And Khiladi Kumar has all the reasons to be ecstatic as his last release Jolly LLB has crossed the Rs 100 crore mark within 13 days of its release. ALSO READ: Why Jolly LLB 2's women are unlike Akshay Kumar heroines  MOVIE REVIEW: Jolly LLB 2ALSO READ: What is Akshay Kumar's secret to his newfound critical-cum-commercial success?After a superb opening weekend, the collections slowed down. But with no big releases, the film was able to continue its dream dun at the box office and has finally managed to enter the Rs 100 crore club.Here is the complete day by day box-office collection of Jolly LLB 2:WEEK 1 Day 1 (10th Feb, Friday) - Rs 13.20 croreDay 2 (11th Feb, Saturday) - Rs 17.31 croreDay 3 (12th Feb, Sunday) - Rs 19.95 croreDay 4 (13th Feb, Monday) - Rs 7.26 croreDay 5 (14th Feb, Tuesday) - Rs 9.07 croreDay 6 (15th Feb, Wednesday) - Rs 5.89 croreDay 7 (16th Feb, Thursday) - Rs 5.03 croreWEEK 2Day 8 (17th Feb, Friday) - Rs 4.14 croreDay 9 (18th Feb, Saturday) - Rs 6.35 croreDay 10 (19th Feb, Sunday) - Rs 7.24 croreDay 11 (20th Feb, Monday) - Rs 2.48 crore Day 12 (21st Feb, Tuesday) - Rs 2.45 crore Total box-office collection of Jolly LLB 2 after thirteen days: Rs 100.37 croreJolly LLB 2 has joined last year's Airlift, Housefull 3 and Rustom to become Akshay's fourth Rs 100-crore grosser since 2016."
Daisy Mowke,"24 Feb 2017,Friday",New poster of 'Baahubali 2' featuring Prabhas released,http://indiatoday.intoday.in/story/baahubali-2-new-poster-ss-rajamouli-prabhas-rana/1/890485.html ,"A new poster of the upcoming epic historical fiction film 'Baahubali: The Conclusion' featuring actor Prabhas has been released. The film is the continuation of 'Baahubali: The Beginning'. The poster shows Prabhas standing on top of an elephant. He will reprise the titular character of 'Baahubali'. Directed by SS Rajamouli, the film is scheduled to release on April 28.","Be it the visuals or its core, SS Rajamouli's magnum opus Baahubali: The Conclusion is one of the most awaited releases of this year.  With just 65 days to go for the grand release of Baahubali 2, SS Rajamouli has unleashed a fierce Prabhas on the auspicious occasion of Maha Shivratri in a new poster of the film.  Saahore Baahubali..... Happy Maha Shivaratri. #Baahubali2#WKKBpic.twitter.com/fjiizlrDNBBaahubali: The Conclusion is currently in its post-production stage and the team is rigorously wrapping up the VFX portions of the film. In November last year, SS Rajamouli released the first look poster of Baahubali 2, which has already piqued the curiosity of fans. The grapevine also suggests that the makers are planning to unveil the theatrical trailer of the film in February this year. However, we are waiting for an official confirmation regarding the same.Baahubali: The Beginning, which hit the screens in 2015, was highly successful and grossed Rs 600 crore worldwide.Speaking at the India Today Conclave South 2017, SS Rajamouli revealed that Baahubali 2 would be bigger and better than Baahubali.The film, starring Prabhas, Rana Daggubati, Tamannaah, Anushka Shetty and Sathyaraj, is slated to release on April 28."
Anmol Sharma,"24 Feb 2017,Friday",Virat Kohli out for a duck for first time in Tests in India,http://indiatoday.intoday.in/story/virat-kohli-mitchell-starc-india-vs-australia-pune-test/1/890475.html ,"Indian captain Virat Kohli on Friday got out without scoring a run for the first time in Tests in India. The duck was Kohli's fifth in 93 Test innings, with other four coming in West Indies, Australia and England (2). Last time, Kohli got out for a duck in Tests was in August 2014 against England in Manchester.","Virat Kohli, the most in-form batsman in world cricket, was dismissed for zero by Mitchell Starc in a sensational over which brought Australia right back in the contest in the Pune Test against India. (Scorecard)Earlier in the day, Australia had folded for 260, giving India plenty of time to do what they do best at home - post a big total and then put the visitors under pressure. (Ashwin breaks Kapil Dev's record for most Test wickets by an Indian in home season)However, it wasn't exactly a dream start for the hosts, who have won eight of their nine Tests this home season. Murali Vijay was first taken out by Josh Hazlewood before Starc, the most feared pacer in the world, removed Cheteshwar Pujara and Kohli in the space of three balls.All three batsmen have in top form this season but Kohli's dismissal for a duck left the expectant crowd at the ground stunned."
Tarun Khanna,"24 Feb 2017,Friday",Indian shot dead in US over alleged racism,http://indiatoday.intoday.in/story/kansas-city-bar-shooting-united-states-indian-killed/1/890411.html ,"Srinivas Kunchubhotla (32), an Indian engineer, was shot dead and two others were injured in a bar in Kansas city in the United States on Wednesday when a man opened fire at them after allegedly shouting racial slurs. The 51-year-old accused Adam Purinton, who has now been arrested, allegedly yelled ""Get out of my country"" before firing at them."," The US Embassy in New Delhi has strongly condemned the attack on an Indian-origin engineer, who was killed and two others injured in shooting in a bar, in Kansas City in the United States on Wednesday night,Srinivas Kuchibhotla, who worked at the Garmin headquarters in Olathe area of Kansas, was killed in the shooting on Wednesday night, while another Indian and his colleague Alok Madasani was injured and has been discharged from the local hospital where he was undergoing treatment. Srinivas was a resident of Hyderabad. The other person injured in the shooting has been identified as Ian Grillot.The gunman -- 51-year-old Adam Purinton -- was arrested on Thursday morning, 5 hours after the incident, and has been charged with murder and attempted murder.US EMBASSY CONDEMNS ATTACKThe U.S. Embassy in New Delhi has strongly condemned the tragic shooting in Olathe area of Kansas. A release from the embassy said, ""We extend our heartfelt condolences to the family and friends of Mr. Kuchibhotla. We share their grief, and wish those injured a speedy recovery. We have reached out to Indian consular officials and promise them full support as they assist the victims. We understand that the alleged shooter is in custody and is expected to be prosecuted for the crime. U.S. Federal authorities are also investigating the case. We have full faith that U.S. legal authorities will bring the case to justice.""MaryKay Carlson, a member of the Senior Foreign Service, said, ""We are deeply saddened by this tragic and senseless act. Our deepest sympathies are with the victims and their families. The United States is a nation of immigrants and welcomes people from across the world to visit, work, study and live here. U.S. authorities will investigate the case thoroughly even though we recognise that justice is a small consolation to the families in grief.""ALL ABOUT SRINIVASSrinivas, 32, was working as an engineer at Garmin International in Olathe area of Kansas since January 2014. Srinivas graduated in Electrical and Electronics engineering from Jawaharlal Nehru Technical University in Hyderabad during 2001-2005. After completing his B.Tech, Srinivas went to the US for his Masters degree. Srinivas completed his Masters in Electrical and Electronics engineering from the University of Texas at El Paso from 2005-2007.Also read | It's not about where he's from, or ethnicity. We're all humans: Kansas shooting hero Ian GrillotAfter completing his studies, he started working as a software engineer with Rockwell Collins and later in January 2014 he joined Garmin International in Olathe as an aviation program engineer and manager. Srinivas' family is inconsolable after learning about his death.According to a bartender at Austins Bar and Grill in Olathe in Kansas, Adam Purinton used ""racial slurs"" before he started shooting on Wednesday night as patrons were watching the University of Kansas-TCU basketball game on television.GoFundMe CAMPAIGN A GoFundMe campaign (https://www.gofundme.com/srinus-familyrecovery-support) to collect money for Kuchibhotla's family has already raised $250,000, crossing its target of $150,000 in 12 hours.The donations came from more than 7,000 people, including Americans with a sum total of $259,807 being raised for Kuchibhotla's family.The campaign was started by Kuchibhotla's friend Kavipriya Muthuramalingam.While setting up the campaign, Kavipriya wrote, ""Srini was the kindest person you would meet, full of love, care and compassion for everyone. He never uttered a word of hatred, a simple gossip, or a careless comment. He was brilliant, well mannered and simply an outstanding human being. His wife Sunayana and his family are now faced with incredible grief and a multitude of expenses."" The donations range from $5 to $100. INCIDENT A POSSIBLE HATE CRIME: POLICEPurinton opened fire after allegedly yelling ""get out of my country"" at the Indians. The local police has called the incident a ""possible hate crime"".""It was a tragic and senseless act of violence,"" Olathe Police Chief Steven Menke told reporters. FBI special agent Eric Jackson said, ""We will make sure that the individual involved in this is held accountable for his actions.""Purinton was taken into custody just after midnight on Thursday morning at an Applebee's about 70 miles to the southeast of Olathe in Clinton, Missouri, authorities said. A navy veteran, Purinton later reportedly told a bartender in Clinton, Missouri, where he was hiding that he killed two people from the Middle East.INDIAN EMBASSY SWINGS INTO ACTIONMeanwhile, External Affairs Minister Sushma Swaraj has condoled the death of Srinivas Kuchibhotla.The Indian Embassy has swung into action and two senior officials of the Indian Consulate in Houston have been sent to Kansas to assist the victims' families.""Consul Ravindra Joshi and Vice Consul Harpal Singh rushed to Kansas to assist the kin of shooting victims. They are on their way and will reach by evening,"" the consulate said in a tweet.The accused has been charged with premeditated first-degree murder and his bond has been set at $2 million.According to Garmin, Kuchibhotla and Madasani worked in the company's aviation systems. ""We are saddened that two Garmin associates were involved in last night's (Wednesday night) incident, and we express our condolences to the family and friends of our co-workers involved. Garmin will have grievance counsellors on-site and available for its associates today and tomorrow,"" Garmin said in a statement."
Tarun Khanna,"24 Feb 2017,Friday",Prosthetic fingers on sale to rig UP election: Report,http://indiatoday.intoday.in/story/uttar-pradesh-election-2017-voter-fraud-rigging-silicone-fingers/1/890294.html ,"An investigation by India Today has unmasked a racket of prosthetic suppliers who are selling silicone fingers to political parties in order to rig the ongoing UP election. The leaders of the political parties are ordering them in bulk for their teams to cast multiple votes by masking their fingers bearing the indelible ink-mark with prostheses, the investigation revealed.","If some unscrupulous elements in the prosthetic industry have their way, voter fraud could soon go out of hand, literally.A discreet investigation by India Today has unearthed a ring of prosthetic suppliers who, by their own admission on camera, are selling silicone fingers to political parties trying to rig UP elections.Demands for their wares have shot up, they revealed, with leaders ordering them in bulk for their teams to cast multiple votes by masking their fingers bearing the indelible ink-mark with prostheses.Regarded as a badge of democratic privilege, the finger dye prevents voters from re-voting. But India Today's reporters found this conservative anti-fraud measure might itself be under threat now.'PROMINENT U.P. POLITICAL PARTY PLACED ORDERS'Suppliers of prosthetic body parts, which the network's special investigation team probed, reported brisk business because of current elections.Shambhu Kumar Yadav, a consultant at Delhi's Born Life, disclosed a prominent political party of Uttar Pradesh has placed big orders for silicone fingers with his artificial limbs company.""The fact is the xxxx has made the largest purchases. I won't lie. This all will also go to the xxxx,"" he claimed.If he was to be believed, crooks are procuring prosthetic fingers to trick poll officials into allowing them in election booths for multiple voting, possibly in multiple booths.Prosthetic consultants at P&O International Inc operating from Delhi's Vimhans hospital quoted a price of Rs 1.10 lakh for 10 silicone fingers. They were aware the product would be used for possible fraud in elections.""When you punch (biometric devices), it's scanned.  You can't, therefore, use it for punching. In voting, they just leave an ink mark. They won't be able to identify by touch,"" said Namrata of P&O International Inc at Vimhans.Her boss, Dibakar Patra, promised deliveries in four days.""You are getting one index finger made in multiples of five for two,"" said Namrata.""You (one person) can cast your vote five times,"" explained Patra. Distributors of prosthetics like Patra were not only ready to hawk fake fingers to facilitate bogus voting, they also give a thorough demo about how to use them.Shambhu Kumar Yadav of Born Life was upbeat about sales.""The truth is we just got orders for 500 fingers from Lucknow. I am telling you the truth,"" he said. ""Keep these products with you and use them. No other party should be approaching you. You do your work and leave (the scene). I'll have the colour (of the fake finger) match (with the skin) as much as 90 percent,"" added Yadav.He said he received a single order from a political party for 300 pieces.HEAVY DEMAND BECAUSE OF ELECTIONS Agendra Kumar, a senior consultant at Delhi's Ideal Artificial Limb Solution, also spoke about heavy demand because of UP elections.""I am now running away. There's so much of demand from the xxxx,"" he said, naming a political party of Uttar Pradesh.No one has so far been detected wearing fake fingers while voting, he said.Kumar also explained the modus, suggesting a private hospital place order with his company for bulk imports of the prostheses.""It will be better to get them imported. There won't be any problem later,"" he said.Kumar demanded all his payment in cash for the procurement and supplies.""You will be required to give us the address of a hospital with import permit. I'll let you know of some other documents which might also be needed,"" said Kumar.Not just elections, artificial limbs could also be widely misused in various other sectors, such as recruitment drives.Anupriya Chauhan, another consultant at Ideal Artificial Limb Solution, revealed their clients include police and army aspirants.""It (fake fingers) won't be identified in voting. There's hardly any scrutiny. People (with defected limbs) wear them in (medical) examination for police and army recruitment drives and clear them. As such, there shouldn't be any issue in voting. Go there, cast it and come back,"" she said.""Licence is not allowed to any applicant for auto-rickshaw driving in Delhi who has two fingers missing. But they wear these artificial fingers and get clearance,"" Chauhan added.VIMHANS DENIES INVOLVEMENT IN WRONGDOINGAfter India Today broadcast the investigation, Vimhans denied its involvement in the wrongdoing, saying the hospital only extended office space to Patra to serve the patients for prosthetic consultancy. ""The hospital has no involvement in whatever claims he has made,"" Vimhans spokesman Pramod Tripathi told India Today.No one was available for comment at Born Life when India Today reached its office for the company's reaction.Ideal Artificial Limb Solution's Anupriya Chauhan said she was not authorized to speak on-the-record about India Today's probe.The global prosthetic industry has advanced phenomenally over the past 70 years.From wooden limbs, for example, to body-powered, bionic feel-like-real artificial parts, prostheses have come a long way.According to industry experts, amputees have now a wide variety to choose from and customize their prosthetics."
Daisy Mowke,"24 Feb 2017,Friday","Kangana, Shahid, Saif starrer 'Rangoon' hits the theatres",http://indiatoday.intoday.in/story/rangoon-movie-review-kangana-ranaut-shahid-kapoor-saif-ali-khan/1/890392.html ,"The Kangana Ranaut, Shahid Kapoor and Saif Ali Khan starrer 'Rangoon' is ""gorgeous-looking with great cinematography, fantastic sound design and marvellous choreography,"" wrote India Today. ""[O]ddly written characters don't let it become an engaging watch,"" said Hindustan Times. The Times of India wrote that ""some scenes feel tedious"". It has been rated 2/5 (HT) and 3.5/5 (TOI, India Today).","Rangoon is a triangular love story set in the backdrop of World War II. Here is our Rangoon movie review.Rangoon Cast: Kangana Ranaut, Shahid Kapoor, Saif Ali KhanRangoon Direction: Vishal BhardwajRangoon Rating:  (3.5/5)When Rusi Bilmoria (Saif Ali Khan), an ex-film star who has been just a producer since an on-set accident, finds out that his fiance, the love of his life Miss Julia (Kangana Ranaut), also the top star of his company, has cheated on him with a soldier, Jamadar Nawab Malik (Shahid Kapoor), he turns his head silently towards his woman and looks at her with eyes red with grief, shock and the rage of a thousand suns.If you thought Saif Ali Khan's best moment in the movies till date was the scene in Omkara where he, Langda Tyagi, looks and keeps looking at Ajay Devgn in disbelief when Omkara (Ajay Devgn) makes Kesu (Vivek Oberoi) his political successor; well, stop right there. Saif has outdone his Omkara moment with the aforementioned scene from Rangoon. That alone is worth the price of the ticket.That and the beautiful, almost feral chemistry between the loyal soldier of the British Indian Army, Nawab Malik (Shahid Kapoor), and '40s queen of the Indian big screen Miss Julia (Kangana Ranaut).ALSO SEE: Before Rangoon's Julia, meet the original 'Hunterwali'Rangoon is a triangular love story between Nawab, Julia and Rusi. The story begins in 1943 in India when the British Army requests Rusi Bilmoria to send his beloved, Miss Julia, to the Indo-Burma border so that she can entertain the nation's soldiers. Rusi, a nation-lover, does his duty and sends off Julia with his troupe plus Nawab Malik as Julia's personal security. When the Japanese bomb them on their way, Malik and Julia manage to escape into Burma and, well, love blooms.Vishal Bhardwaj's most expensive and, of late, his most accessible film Rangoon sails smoothly as long its hero and heroine are allowed to just be. Malik and Julia's romance is slow-cooked and the essence of every moment between the two is allowed to linger before the next moment starts. It feels like Nawab Malik and Julia are floating in their own dreamland, perfectly content with the scheme of things, and consequently, Rangoon appears to feel content with itself, devoid of any duties to formal narrative storytelling. There is no rush to fast-forward to the next plot device in this entire stretch where Malik and Julia's romance is built up.Watch Yeh Ishq Hai from Rangoon here:Therefore, in the second half, when Vishal Bhardwaj and Co. pull up their socks to tie all the loose ends and ensure that all three protagonists - Malik, Julia and Rusi - find poetic justice, regardless of how laborious that pursuit might look on screen, Rangoon slowly, slowly bends and breaks its back under the pressure of Vishal Bhardwaj's narrative ambitions.ALSO SEE: Will Rangoon prove to be another Queen for Kangana Ranaut?Rangoon is gorgeous-looking with great cinematography (Pankaj Kumar, take a bow), fantastic sound design and marvellous choreography (Farah Khan, Sudesh Adhana). Love-making in the mud has never looked (and probably, never will) this sexy in a mainstream Hindi film. All that is fine. Where Rangoon does a bloody fail is its attempt to see through its two parallel narrative strands finding a common end: one, the love story, and the other, the war-conspiracy backdrop with the British Indian Army and Subhas Chandra Bose's INA mixed up.Vishal Bhardwaj, caught with the duty to serve two movies in one (an old-school romance and a war thriller), doesn't really do a Casablanca though he does give Rangoon his best shot. Nevertheless, Rangoon comes off as probably 2017's most good-looking and well-made Indian film. Certainly, this year's most ambitious, with three great lead performances. Vishal Bhardwaj is in fine form, mostly. And yes, the National Anthem comes thrice in the film. What more do you want?(The writer tweets as @devarsighosh.)ALSO READ: You cannot copyright a character, say Rangoon makers regarding legal battle"
